blind.id,mouse,genotype,gender,age,measure,endpoint
NA,JY3,+/+,F,12,0.088,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.967,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.486,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.339,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.017,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.419,darpp32
NA,JY3,+/+,F,12,3.168,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.499,darpp32
NA,JY3,+/+,F,12,1.493,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.188,darpp32
NA,JY3,+/+,F,12,1.475,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.051,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,6.152,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.111,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.04,darpp32
NA,JY3,+/+,F,12,0.293,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,1.644,darpp32
NA,JY3,+/+,F,12,0.302,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.831,darpp32
NA,JY3,+/+,F,12,0.093,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.759,darpp32
NA,JY3,+/+,F,12,0.09,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.09,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0.191,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JY3,+/+,F,12,0,darpp32
NA,JW3,+/+,M,12,40.984,darpp32
NA,JW3,+/+,M,12,0,darpp32
NA,JW3,+/+,M,12,17.327,darpp32
NA,JW3,+/+,M,12,2.695,darpp32
NA,JW3,+/+,M,12,13.928,darpp32
NA,JW3,+/+,M,12,3.594,darpp32
NA,JW3,+/+,M,12,20.729,darpp32
NA,JW3,+/+,M,12,4.421,darpp32
NA,JW3,+/+,M,12,53.654,darpp32
NA,JW3,+/+,M,12,9.253,darpp32
NA,JW3,+/+,M,12,24.912,darpp32
NA,JW3,+/+,M,12,10.038,darpp32
NA,JW3,+/+,M,12,21.473,darpp32
NA,JW3,+/+,M,12,36.449,darpp32
NA,JW3,+/+,M,12,24.335,darpp32
NA,JW3,+/+,M,12,41.075,darpp32
NA,JW3,+/+,M,12,12.545,darpp32
NA,JW3,+/+,M,12,11.071,darpp32
NA,JW3,+/+,M,12,19.382,darpp32
NA,JW3,+/+,M,12,15.267,darpp32
NA,JW3,+/+,M,12,16.253,darpp32
NA,JW3,+/+,M,12,15.753,darpp32
NA,JW3,+/+,M,12,4.329,darpp32
NA,JW3,+/+,M,12,15.631,darpp32
NA,JW3,+/+,M,12,11.538,darpp32
NA,JW3,+/+,M,12,4.678,darpp32
NA,JW3,+/+,M,12,11.024,darpp32
NA,JW3,+/+,M,12,6.74,darpp32
NA,JW3,+/+,M,12,18.611,darpp32
NA,JW3,+/+,M,12,17.216,darpp32
NA,JW3,+/+,M,12,18.599,darpp32
NA,JW3,+/+,M,12,8,darpp32
NA,JW3,+/+,M,12,19.687,darpp32
NA,JW3,+/+,M,12,2.636,darpp32
NA,JW3,+/+,M,12,2.849,darpp32
NA,JW3,+/+,M,12,6.993,darpp32
NA,JW3,+/+,M,12,4.804,darpp32
NA,JW3,+/+,M,12,2.965,darpp32
NA,JW3,+/+,M,12,2.066,darpp32
NA,JW3,+/+,M,12,18.558,darpp32
NA,JW3,+/+,M,12,19.072,darpp32
NA,JW3,+/+,M,12,2.51,darpp32
NA,JW3,+/+,M,12,11.952,darpp32
NA,JW3,+/+,M,12,6.994,darpp32
NA,JW3,+/+,M,12,2.597,darpp32
NA,JW3,+/+,M,12,1.279,darpp32
NA,JW3,+/+,M,12,0,darpp32
NA,JW3,+/+,M,12,33.563,darpp32
NA,JW3,+/+,M,12,13.778,darpp32
NA,JW3,+/+,M,12,8.087,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0.108,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0.539,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0.089,darpp32
NA,KW3,+/+,M,12,0.18,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0.174,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,KW3,+/+,M,12,0,darpp32
NA,JY5,+/+,F,12,0.523,darpp32
NA,JY5,+/+,F,12,0.557,darpp32
NA,JY5,+/+,F,12,6.205,darpp32
NA,JY5,+/+,F,12,0.228,darpp32
NA,JY5,+/+,F,12,3.172,darpp32
NA,JY5,+/+,F,12,3.688,darpp32
NA,JY5,+/+,F,12,32.892,darpp32
NA,JY5,+/+,F,12,0.366,darpp32
NA,JY5,+/+,F,12,4.748,darpp32
NA,JY5,+/+,F,12,15.819,darpp32
NA,JY5,+/+,F,12,18.529,darpp32
NA,JY5,+/+,F,12,3.479,darpp32
NA,JY5,+/+,F,12,0.465,darpp32
NA,JY5,+/+,F,12,7.761,darpp32
NA,JY5,+/+,F,12,6.386,darpp32
NA,JY5,+/+,F,12,2.151,darpp32
NA,JY5,+/+,F,12,7.274,darpp32
NA,JY5,+/+,F,12,4.621,darpp32
NA,JY5,+/+,F,12,0.165,darpp32
NA,JY5,+/+,F,12,10.213,darpp32
NA,JY5,+/+,F,12,7.837,darpp32
NA,JY5,+/+,F,12,0.242,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,7.239,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,0.876,darpp32
NA,JY5,+/+,F,12,16.848,darpp32
NA,JY5,+/+,F,12,7.692,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,1.348,darpp32
NA,JY5,+/+,F,12,32.439,darpp32
NA,JY5,+/+,F,12,5.158,darpp32
NA,JY5,+/+,F,12,6.935,darpp32
NA,JY5,+/+,F,12,31.532,darpp32
NA,JY5,+/+,F,12,2.572,darpp32
NA,JY5,+/+,F,12,34.352,darpp32
NA,JY5,+/+,F,12,0.778,darpp32
NA,JY5,+/+,F,12,1.173,darpp32
NA,JY5,+/+,F,12,0.28,darpp32
NA,JY5,+/+,F,12,4.462,darpp32
NA,JY5,+/+,F,12,0.601,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,0.21,darpp32
NA,JY5,+/+,F,12,6.115,darpp32
NA,JY5,+/+,F,12,1.233,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,2.155,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,13.077,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,2.258,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,5.649,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,2.424,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,9.432,darpp32
NA,JY5,+/+,F,12,9.502,darpp32
NA,JY5,+/+,F,12,0,darpp32
NA,JY5,+/+,F,12,0.895,darpp32
NA,JY5,+/+,F,12,4.098,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.217,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.332,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.186,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.269,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.112,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.433,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,7.905,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.106,darpp32
NA,JX5,Q111/+,M,12,0.162,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,2.521,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.185,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0.217,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JX5,Q111/+,M,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.699,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.23,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.253,darpp32
NA,JZ8,Q111/+,F,12,0.894,darpp32
NA,JZ8,Q111/+,F,12,0.097,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,6.429,darpp32
NA,JZ8,Q111/+,F,12,0.274,darpp32
NA,JZ8,Q111/+,F,12,0.423,darpp32
NA,JZ8,Q111/+,F,12,1.988,darpp32
NA,JZ8,Q111/+,F,12,0.447,darpp32
NA,JZ8,Q111/+,F,12,0.634,darpp32
NA,JZ8,Q111/+,F,12,1.553,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,1.69,darpp32
NA,JZ8,Q111/+,F,12,0.334,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,4.248,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,4.201,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,11.3,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.223,darpp32
NA,JZ8,Q111/+,F,12,2.01,darpp32
NA,JZ8,Q111/+,F,12,0.131,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.778,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0.197,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JZ8,Q111/+,F,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.237,darpp32
NA,JX9,Q111/+,M,12,1.381,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.27,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.199,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.21,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.414,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.101,darpp32
NA,JX9,Q111/+,M,12,0.072,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.226,darpp32
NA,JX9,Q111/+,M,12,0.27,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0.401,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX9,Q111/+,M,12,0,darpp32
NA,JX3,Q111/+,M,12,22.687,darpp32
NA,JX3,Q111/+,M,12,11.765,darpp32
NA,JX3,Q111/+,M,12,22.105,darpp32
NA,JX3,Q111/+,M,12,11.974,darpp32
NA,JX3,Q111/+,M,12,49.913,darpp32
NA,JX3,Q111/+,M,12,5.108,darpp32
NA,JX3,Q111/+,M,12,20.95,darpp32
NA,JX3,Q111/+,M,12,30.115,darpp32
NA,JX3,Q111/+,M,12,63.91,darpp32
NA,JX3,Q111/+,M,12,35.87,darpp32
NA,JX3,Q111/+,M,12,44.42,darpp32
NA,JX3,Q111/+,M,12,11.894,darpp32
NA,JX3,Q111/+,M,12,18.944,darpp32
NA,JX3,Q111/+,M,12,5.617,darpp32
NA,JX3,Q111/+,M,12,11.46,darpp32
NA,JX3,Q111/+,M,12,52.148,darpp32
NA,JX3,Q111/+,M,12,29.452,darpp32
NA,JX3,Q111/+,M,12,10,darpp32
NA,JX3,Q111/+,M,12,22.511,darpp32
NA,JX3,Q111/+,M,12,47.133,darpp32
NA,JX3,Q111/+,M,12,28.274,darpp32
NA,JX3,Q111/+,M,12,56.044,darpp32
NA,JX3,Q111/+,M,12,53.092,darpp32
NA,JX3,Q111/+,M,12,27.618,darpp32
NA,JX3,Q111/+,M,12,20.647,darpp32
NA,JX3,Q111/+,M,12,9.787,darpp32
NA,JX3,Q111/+,M,12,45.961,darpp32
NA,JX3,Q111/+,M,12,0,darpp32
NA,JX3,Q111/+,M,12,4.779,darpp32
NA,JX3,Q111/+,M,12,1.944,darpp32
NA,JX3,Q111/+,M,12,0.609,darpp32
NA,JX3,Q111/+,M,12,26.68,darpp32
NA,JX3,Q111/+,M,12,22.214,darpp32
NA,JX3,Q111/+,M,12,23.255,darpp32
NA,JX3,Q111/+,M,12,8.478,darpp32
NA,JX3,Q111/+,M,12,6.547,darpp32
NA,JX3,Q111/+,M,12,26.402,darpp32
NA,JX3,Q111/+,M,12,11.271,darpp32
NA,JX3,Q111/+,M,12,28.457,darpp32
NA,JX3,Q111/+,M,12,9.814,darpp32
NA,JX3,Q111/+,M,12,16.533,darpp32
NA,JX3,Q111/+,M,12,3.112,darpp32
NA,JX3,Q111/+,M,12,12.599,darpp32
NA,JX3,Q111/+,M,12,3.429,darpp32
NA,JX3,Q111/+,M,12,27.902,darpp32
NA,JX3,Q111/+,M,12,0,darpp32
NA,JX3,Q111/+,M,12,15.102,darpp32
NA,JX3,Q111/+,M,12,16.243,darpp32
NA,JX3,Q111/+,M,12,20.616,darpp32
NA,JX3,Q111/+,M,12,0,darpp32
NA,JX3,Q111/+,M,12,15.226,darpp32
NA,JX3,Q111/+,M,12,7.505,darpp32
NA,JX3,Q111/+,M,12,23.181,darpp32
NA,JX3,Q111/+,M,12,17.503,darpp32
NA,JX3,Q111/+,M,12,13.813,darpp32
NA,JX3,Q111/+,M,12,17.694,darpp32
NA,JX3,Q111/+,M,12,7.453,darpp32
NA,JX3,Q111/+,M,12,50.847,darpp32
NA,JX3,Q111/+,M,12,10.256,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ3,Q111/+,F,12,0,darpp32
NA,JZ7,Q111/+,F,12,23.368,darpp32
NA,JZ7,Q111/+,F,12,12.951,darpp32
NA,JZ7,Q111/+,F,12,15.409,darpp32
NA,JZ7,Q111/+,F,12,14.888,darpp32
NA,JZ7,Q111/+,F,12,11.475,darpp32
NA,JZ7,Q111/+,F,12,0.631,darpp32
NA,JZ7,Q111/+,F,12,8.084,darpp32
NA,JZ7,Q111/+,F,12,17.073,darpp32
NA,JZ7,Q111/+,F,12,12.331,darpp32
NA,JZ7,Q111/+,F,12,35.214,darpp32
NA,JZ7,Q111/+,F,12,10.05,darpp32
NA,JZ7,Q111/+,F,12,37.228,darpp32
NA,JZ7,Q111/+,F,12,22.718,darpp32
NA,JZ7,Q111/+,F,12,43.235,darpp32
NA,JZ7,Q111/+,F,12,2.333,darpp32
NA,JZ7,Q111/+,F,12,1.577,darpp32
NA,JZ7,Q111/+,F,12,2.555,darpp32
NA,JZ7,Q111/+,F,12,11.458,darpp32
NA,JZ7,Q111/+,F,12,50.801,darpp32
NA,JZ7,Q111/+,F,12,47.786,darpp32
NA,JZ7,Q111/+,F,12,0,darpp32
NA,JZ7,Q111/+,F,12,12.181,darpp32
NA,JZ7,Q111/+,F,12,11.534,darpp32
NA,JZ7,Q111/+,F,12,53.316,darpp32
NA,JZ7,Q111/+,F,12,0,darpp32
NA,JZ7,Q111/+,F,12,1.538,darpp32
NA,JZ7,Q111/+,F,12,0.464,darpp32
NA,JZ7,Q111/+,F,12,16.646,darpp32
NA,JZ7,Q111/+,F,12,1.515,darpp32
NA,JZ7,Q111/+,F,12,6.178,darpp32
NA,JZ7,Q111/+,F,12,0.252,darpp32
NA,JZ7,Q111/+,F,12,1.426,darpp32
NA,JZ7,Q111/+,F,12,3.664,darpp32
NA,JZ7,Q111/+,F,12,4.049,darpp32
NA,JZ7,Q111/+,F,12,5.468,darpp32
NA,JZ7,Q111/+,F,12,35.44,darpp32
NA,JZ7,Q111/+,F,12,3.058,darpp32
NA,JZ7,Q111/+,F,12,7.817,darpp32
NA,JZ7,Q111/+,F,12,1.257,darpp32
NA,JZ7,Q111/+,F,12,6.635,darpp32
NA,JZ7,Q111/+,F,12,30.872,darpp32
NA,JZ7,Q111/+,F,12,4.486,darpp32
NA,JZ7,Q111/+,F,12,5.393,darpp32
NA,JZ7,Q111/+,F,12,7.809,darpp32
NA,JZ7,Q111/+,F,12,15.576,darpp32
NA,JZ7,Q111/+,F,12,3.463,darpp32
NA,JZ7,Q111/+,F,12,7.902,darpp32
NA,JZ7,Q111/+,F,12,0.304,darpp32
NA,JZ7,Q111/+,F,12,21.469,darpp32
NA,JZ7,Q111/+,F,12,0,darpp32
NA,JZ7,Q111/+,F,12,10.424,darpp32
NA,JZ7,Q111/+,F,12,0.171,darpp32
NA,JZ7,Q111/+,F,12,2.5,darpp32
NA,JZ7,Q111/+,F,12,0.593,darpp32
NA,JZ7,Q111/+,F,12,0.253,darpp32
NA,JZ7,Q111/+,F,12,20.27,darpp32
NA,JZ7,Q111/+,F,12,1.828,darpp32
NA,JZ7,Q111/+,F,12,12.62,darpp32
NA,JZ7,Q111/+,F,12,2.239,darpp32
NA,JZ7,Q111/+,F,12,0,darpp32
NA,JZ7,Q111/+,F,12,0.122,darpp32
NA,JY2,+/+,F,12,1.881,darpp32
NA,JY2,+/+,F,12,2.034,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0.487,darpp32
NA,JY2,+/+,F,12,0.927,darpp32
NA,JY2,+/+,F,12,0.107,darpp32
NA,JY2,+/+,F,12,0.874,darpp32
