blind.id,mouse,genotype,gender,age,measure,endpoint
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,1.207,darpp32
NA,JY2,+/+,F,12,2.174,darpp32
NA,JY2,+/+,F,12,0.538,darpp32
NA,JY2,+/+,F,12,1.033,darpp32
NA,JY2,+/+,F,12,2.89,darpp32
NA,JY2,+/+,F,12,1.583,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,2.729,darpp32
NA,JY2,+/+,F,12,2.644,darpp32
NA,JY2,+/+,F,12,2.044,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,2.156,darpp32
NA,JY2,+/+,F,12,0.833,darpp32
NA,JY2,+/+,F,12,0.163,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,2.941,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0.162,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,1.976,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,1.37,darpp32
NA,JY2,+/+,F,12,4.792,darpp32
NA,JY2,+/+,F,12,0.512,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0.58,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,1.923,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JY2,+/+,F,12,0.142,darpp32
NA,JY2,+/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.147,darpp32
NA,JZ4,Q111/+,F,12,0.675,darpp32
NA,JZ4,Q111/+,F,12,0.304,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.126,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.122,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,1.782,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.127,darpp32
NA,JZ4,Q111/+,F,12,0.101,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.224,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,1.464,darpp32
NA,JZ4,Q111/+,F,12,1.199,darpp32
NA,JZ4,Q111/+,F,12,0.635,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,3.642,darpp32
NA,JZ4,Q111/+,F,12,0.108,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.832,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.146,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0.156,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JZ4,Q111/+,F,12,0,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,9.42,darpp32
NA,JX8,Q111/+,M,12,0.575,darpp32
NA,JX8,Q111/+,M,12,29.245,darpp32
NA,JX8,Q111/+,M,12,5.297,darpp32
NA,JX8,Q111/+,M,12,0.256,darpp32
NA,JX8,Q111/+,M,12,0.266,darpp32
NA,JX8,Q111/+,M,12,0.097,darpp32
NA,JX8,Q111/+,M,12,36.293,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,13.185,darpp32
NA,JX8,Q111/+,M,12,1.475,darpp32
NA,JX8,Q111/+,M,12,1.243,darpp32
NA,JX8,Q111/+,M,12,8.478,darpp32
NA,JX8,Q111/+,M,12,6.114,darpp32
NA,JX8,Q111/+,M,12,5.838,darpp32
NA,JX8,Q111/+,M,12,0.363,darpp32
NA,JX8,Q111/+,M,12,7.348,darpp32
NA,JX8,Q111/+,M,12,5.833,darpp32
NA,JX8,Q111/+,M,12,0.369,darpp32
NA,JX8,Q111/+,M,12,0.218,darpp32
NA,JX8,Q111/+,M,12,4.518,darpp32
NA,JX8,Q111/+,M,12,0.175,darpp32
NA,JX8,Q111/+,M,12,0.685,darpp32
NA,JX8,Q111/+,M,12,5.455,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,9.019,darpp32
NA,JX8,Q111/+,M,12,8.345,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,0.738,darpp32
NA,JX8,Q111/+,M,12,1.061,darpp32
NA,JX8,Q111/+,M,12,2.948,darpp32
NA,JX8,Q111/+,M,12,1.696,darpp32
NA,JX8,Q111/+,M,12,0.966,darpp32
NA,JX8,Q111/+,M,12,0.546,darpp32
NA,JX8,Q111/+,M,12,1.373,darpp32
NA,JX8,Q111/+,M,12,9.06,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,1.933,darpp32
NA,JX8,Q111/+,M,12,7.187,darpp32
NA,JX8,Q111/+,M,12,0.212,darpp32
NA,JX8,Q111/+,M,12,3.149,darpp32
NA,JX8,Q111/+,M,12,14.286,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,0.103,darpp32
NA,JX8,Q111/+,M,12,1.411,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,1.727,darpp32
NA,JX8,Q111/+,M,12,17.047,darpp32
NA,JX8,Q111/+,M,12,0.353,darpp32
NA,JX8,Q111/+,M,12,0,darpp32
NA,JX8,Q111/+,M,12,5.609,darpp32
NA,JX4,Q111/+,M,12,0.581,darpp32
NA,JX4,Q111/+,M,12,0.37,darpp32
NA,JX4,Q111/+,M,12,0.959,darpp32
NA,JX4,Q111/+,M,12,0.165,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0.712,darpp32
NA,JX4,Q111/+,M,12,6.818,darpp32
NA,JX4,Q111/+,M,12,3.832,darpp32
NA,JX4,Q111/+,M,12,16.856,darpp32
NA,JX4,Q111/+,M,12,3.511,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0.114,darpp32
NA,JX4,Q111/+,M,12,0.417,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0.161,darpp32
NA,JX4,Q111/+,M,12,2.515,darpp32
NA,JX4,Q111/+,M,12,0.88,darpp32
NA,JX4,Q111/+,M,12,2.032,darpp32
NA,JX4,Q111/+,M,12,13.069,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,3.736,darpp32
NA,JX4,Q111/+,M,12,12.695,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,7.552,darpp32
NA,JX4,Q111/+,M,12,0.138,darpp32
NA,JX4,Q111/+,M,12,0.397,darpp32
NA,JX4,Q111/+,M,12,0.583,darpp32
NA,JX4,Q111/+,M,12,1.296,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,1.752,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0.835,darpp32
NA,JX4,Q111/+,M,12,1.976,darpp32
NA,JX4,Q111/+,M,12,0.087,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,2.763,darpp32
NA,JX4,Q111/+,M,12,0.704,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,4.116,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,1.852,darpp32
NA,JX4,Q111/+,M,12,0.156,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JX4,Q111/+,M,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0.488,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,1.389,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,3.064,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,1.32,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0.288,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JZ1,Q111/+,F,12,0,darpp32
NA,JY7,+/+,F,12,81.22,darpp32
NA,JY7,+/+,F,12,30,darpp32
NA,JY7,+/+,F,12,80.178,darpp32
NA,JY7,+/+,F,12,28.505,darpp32
NA,JY7,+/+,F,12,21.795,darpp32
NA,JY7,+/+,F,12,12.1,darpp32
NA,JY7,+/+,F,12,19.145,darpp32
NA,JY7,+/+,F,12,24.197,darpp32
NA,JY7,+/+,F,12,75.508,darpp32
NA,JY7,+/+,F,12,24.224,darpp32
NA,JY7,+/+,F,12,44.491,darpp32
NA,JY7,+/+,F,12,25.96,darpp32
NA,JY7,+/+,F,12,33.174,darpp32
NA,JY7,+/+,F,12,33.624,darpp32
NA,JY7,+/+,F,12,37.958,darpp32
NA,JY7,+/+,F,12,65.441,darpp32
NA,JY7,+/+,F,12,7.692,darpp32
NA,JY7,+/+,F,12,50.824,darpp32
NA,JY7,+/+,F,12,76,darpp32
NA,JY7,+/+,F,12,73.313,darpp32
NA,JY7,+/+,F,12,28.614,darpp32
NA,JY7,+/+,F,12,49.242,darpp32
NA,JY7,+/+,F,12,80.385,darpp32
NA,JY7,+/+,F,12,25.78,darpp32
NA,JY7,+/+,F,12,26.23,darpp32
NA,JY7,+/+,F,12,61.887,darpp32
NA,JY7,+/+,F,12,29.891,darpp32
NA,JY7,+/+,F,12,64.804,darpp32
NA,JY7,+/+,F,12,56.667,darpp32
NA,JY7,+/+,F,12,44.892,darpp32
NA,JY7,+/+,F,12,44.539,darpp32
NA,JY7,+/+,F,12,30.27,darpp32
NA,JY7,+/+,F,12,41.522,darpp32
NA,JY7,+/+,F,12,47.909,darpp32
NA,JY7,+/+,F,12,31.922,darpp32
NA,JY7,+/+,F,12,17.36,darpp32
NA,JY7,+/+,F,12,50.737,darpp32
NA,JY7,+/+,F,12,32.188,darpp32
NA,JY7,+/+,F,12,33.492,darpp32
NA,JY7,+/+,F,12,25.308,darpp32
NA,JY7,+/+,F,12,31.22,darpp32
NA,JY7,+/+,F,12,51.439,darpp32
NA,JY7,+/+,F,12,52.776,darpp32
NA,JY7,+/+,F,12,66.864,darpp32
NA,JY7,+/+,F,12,46.358,darpp32
NA,JY7,+/+,F,12,41.794,darpp32
NA,JY7,+/+,F,12,45.675,darpp32
NA,JY7,+/+,F,12,34.278,darpp32
NA,JY7,+/+,F,12,47.312,darpp32
NA,JY7,+/+,F,12,9.968,darpp32
NA,JY7,+/+,F,12,0,darpp32
NA,JY7,+/+,F,12,31.933,darpp32
NA,JY7,+/+,F,12,28.305,darpp32
NA,JY7,+/+,F,12,5.699,darpp32
NA,JY7,+/+,F,12,32.07,darpp32
NA,JY7,+/+,F,12,26.655,darpp32
NA,JY7,+/+,F,12,6.299,darpp32
NA,JY7,+/+,F,12,9.646,darpp32
NA,JY7,+/+,F,12,9.15,darpp32
NA,JY7,+/+,F,12,43.9,darpp32
NA,JY7,+/+,F,12,8.892,darpp32
NA,JY7,+/+,F,12,13.062,darpp32
NA,JY7,+/+,F,12,24.129,darpp32
NA,JY7,+/+,F,12,28.478,darpp32
NA,JY7,+/+,F,12,4.989,darpp32
1,HW1,+/+,F,3,0,mw8.aggregate
2,HX1,Q111/+,M,3,0,mw8.aggregate
3,HW2,+/+,F,3,0,mw8.aggregate
4,HW3,+/+,F,3,0,mw8.aggregate
5,HX2,Q111/+,M,3,0,mw8.aggregate
6,HZ1,Q111/+,F,3,0,mw8.aggregate
7,HX3,Q111/+,M,3,0,mw8.aggregate
8,HW4,+/+,F,3,0,mw8.aggregate
9,HW5,+/+,F,3,0,mw8.aggregate
10,HY1,+/+,F,3,0,mw8.aggregate
11,HZ2,Q111/+,F,3,0,mw8.aggregate
12,HY2,+/+,F,3,0,mw8.aggregate
13,HX4,Q111/+,M,3,0,mw8.aggregate
14,HX5,Q111/+,M,3,0,mw8.aggregate
15,HY3,+/+,F,3,0,mw8.aggregate
16,HZ3,Q111/+,F,3,0,mw8.aggregate
17,HY4,+/+,F,3,0,mw8.aggregate
18,HX7,Q111/+,M,3,0,mw8.aggregate
19,HZ4,Q111/+,F,3,0,mw8.aggregate
20,HV1,+/+,M,3,0,mw8.aggregate
21,HV2,+/+,M,3,0,mw8.aggregate
22,HX6,Q111/+,M,3,0,mw8.aggregate
23,HZ5,Q111/+,F,3,0,mw8.aggregate
24,HX8,Q111/+,M,3,0,mw8.aggregate
25,HV3,+/+,M,3,0,mw8.aggregate
26,HX9,Q111/+,M,3,0,mw8.aggregate
27,HZ6,Q111/+,F,3,0,mw8.aggregate
28,HV4,+/+,M,3,0,mw8.aggregate
29,HV5,+/+,M,3,0,mw8.aggregate
30,HZ7,Q111/+,F,3,0,mw8.aggregate
31,HV6,+/+,M,3,0,mw8.aggregate
32,HV7,+/+,M,3,0,mw8.aggregate
33,HZ8,Q111/+,F,3,0,mw8.aggregate
34,HV8,+/+,M,3,0,mw8.aggregate
35,HZ9,Q111/+,F,3,0,mw8.aggregate
2,MW4,+/+,M,9,0.015151515,mw8.aggregate
7,MH6,Q111/+,M,9,0.408163265,mw8.aggregate
10,MW9,+/+,M,9,0,mw8.aggregate
11,FW4,+/+,F,9,0,mw8.aggregate
12,FW1,+/+,F,9,0,mw8.aggregate
13,FW7,+/+,F,9,0,mw8.aggregate
14,MH2,Q111/+,M,9,0.05,mw8.aggregate
16,MW5,+/+,M,9,0,mw8.aggregate
23,FW5,+/+,F,9,0,mw8.aggregate
25,FH3,Q111/+,F,9,0.122807018,mw8.aggregate
27,MW3,+/+,M,9,0,mw8.aggregate
28,FW3,+/+,F,9,0,mw8.aggregate
29,MH5,Q111/+,M,9,0.34,mw8.aggregate
31,MW6,+/+,M,9,0,mw8.aggregate
32,FH4,Q111/+,F,9,0.047619048,mw8.aggregate
33,MH4,Q111/+,M,9,0.109375,mw8.aggregate
35,MH8,Q111/+,M,9,0,mw8.aggregate
37,FW2,+/+,F,9,0,mw8.aggregate
38,FH6,Q111/+,F,9,0.063492063,mw8.aggregate
41,MH9,Q111/+,M,9,0.109375,mw8.aggregate
42,MH1,Q111/+,M,9,0.164179104,mw8.aggregate
44,FW9,+/+,F,9,0,mw8.aggregate
46,FH7,Q111/+,F,9,0.13559322,mw8.aggregate
47,FW8,+/+,F,9,0.034482759,mw8.aggregate
52,MW7,+/+,M,9,0,mw8.aggregate
54,FH2,Q111/+,F,9,0.033333333,mw8.aggregate
57,MW1,+/+,M,9,0,mw8.aggregate
58,FH8,Q111/+,F,9,0.25,mw8.aggregate
60,MH7,Q111/+,M,9,0.098765432,mw8.aggregate
65,FH1,Q111/+,F,9,0.035087719,mw8.aggregate
67,MW8,+/+,M,9,0,mw8.aggregate
68,FH9,Q111/+,F,9,0.090909091,mw8.aggregate
70,FH5,Q111/+,F,9,0.097222222,mw8.aggregate
1,JY6,+/+,F,12,0,mw8.aggregate
2,JW1,+/+,M,12,0,mw8.aggregate
3,JZ6,Q111/+,F,12,0.240740741,mw8.aggregate
4,JX6,Q111/+,M,12,0.30952381,mw8.aggregate
5,JW4,+/+,M,12,0,mw8.aggregate
6,JY1,+/+,F,12,0,mw8.aggregate
8,JW5,+/+,M,12,0,mw8.aggregate
9,JY4,+/+,F,12,0,mw8.aggregate
10,KW1,+/+,M,12,0,mw8.aggregate
11,JZ9,Q111/+,F,12,0.203389831,mw8.aggregate
12,JY8,+/+,F,12,0.014285714,mw8.aggregate
13,JW6,+/+,M,12,0,mw8.aggregate
14,JZ5,Q111/+,F,12,0.24,mw8.aggregate
15,JX2,Q111/+,M,12,0.25,mw8.aggregate
16,JY9,+/+,F,12,0,mw8.aggregate
17,JZ2,Q111/+,F,12,0.305084746,mw8.aggregate
18,JW2,+/+,M,12,0,mw8.aggregate
19,JY3,+/+,F,12,0,mw8.aggregate
20,JW3,+/+,M,12,0,mw8.aggregate
22,JY5,+/+,F,12,0,mw8.aggregate
23,JX5,Q111/+,M,12,0.275362319,mw8.aggregate
24,JZ8,Q111/+,F,12,0.19047619,mw8.aggregate
25,JX9,Q111/+,M,12,0.270833333,mw8.aggregate
26,JX3,Q111/+,M,12,0.365079365,mw8.aggregate
27,JZ3,Q111/+,F,12,0.307692308,mw8.aggregate
28,JZ7,Q111/+,F,12,0.352941176,mw8.aggregate
29,JY2,+/+,F,12,0,mw8.aggregate
30,JZ4,Q111/+,F,12,0.356164384,mw8.aggregate
31,JX8,Q111/+,M,12,0.225806452,mw8.aggregate
32,JX4,Q111/+,M,12,0.214285714,mw8.aggregate
33,JZ1,Q111/+,F,12,0.352941176,mw8.aggregate
34,JY7,+/+,F,12,0,mw8.aggregate
7,MH6,Q111/+,M,9,1.096,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.643,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.205,mw8.aggregate.size
7,MH6,Q111/+,M,9,3.068,mw8.aggregate.size
7,MH6,Q111/+,M,9,3.177,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.629,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.863,mw8.aggregate.size
7,MH6,Q111/+,M,9,0.548,mw8.aggregate.size
7,MH6,Q111/+,M,9,0.548,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.643,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.41,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.205,mw8.aggregate.size
7,MH6,Q111/+,M,9,3.725,mw8.aggregate.size
7,MH6,Q111/+,M,9,3.506,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.849,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.191,mw8.aggregate.size
7,MH6,Q111/+,M,9,0.767,mw8.aggregate.size
7,MH6,Q111/+,M,9,1.534,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.849,mw8.aggregate.size
7,MH6,Q111/+,M,9,2.301,mw8.aggregate.size
14,MH2,Q111/+,M,9,0.548,mw8.aggregate.size
14,MH2,Q111/+,M,9,1.643,mw8.aggregate.size
14,MH2,Q111/+,M,9,0.548,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.657,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.548,mw8.aggregate.size
25,FH3,Q111/+,F,9,1.315,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.548,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.876,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.657,mw8.aggregate.size
25,FH3,Q111/+,F,9,0.876,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.657,mw8.aggregate.size
29,MH5,Q111/+,M,9,2.739,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.534,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.972,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.657,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.876,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.424,mw8.aggregate.size
29,MH5,Q111/+,M,9,2.301,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.548,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.972,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.753,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.657,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.548,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.205,mw8.aggregate.size
29,MH5,Q111/+,M,9,1.424,mw8.aggregate.size
29,MH5,Q111/+,M,9,3.177,mw8.aggregate.size
29,MH5,Q111/+,M,9,0.657,mw8.aggregate.size
32,FH4,Q111/+,F,9,0.548,mw8.aggregate.size
32,FH4,Q111/+,F,9,1.424,mw8.aggregate.size
32,FH4,Q111/+,F,9,1.205,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.876,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.767,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.876,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.876,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.657,mw8.aggregate.size
33,MH4,Q111/+,M,9,1.424,mw8.aggregate.size
33,MH4,Q111/+,M,9,0.876,mw8.aggregate.size
38,FH6,Q111/+,F,9,0.767,mw8.aggregate.size
38,FH6,Q111/+,F,9,0.986,mw8.aggregate.size
38,FH6,Q111/+,F,9,0.657,mw8.aggregate.size
38,FH6,Q111/+,F,9,0.657,mw8.aggregate.size
41,MH9,Q111/+,M,9,1.315,mw8.aggregate.size
41,MH9,Q111/+,M,9,0.657,mw8.aggregate.size
41,MH9,Q111/+,M,9,1.424,mw8.aggregate.size
41,MH9,Q111/+,M,9,1.972,mw8.aggregate.size
41,MH9,Q111/+,M,9,0.876,mw8.aggregate.size
41,MH9,Q111/+,M,9,1.205,mw8.aggregate.size
41,MH9,Q111/+,M,9,0.657,mw8.aggregate.size
42,MH1,Q111/+,M,9,2.191,mw8.aggregate.size
42,MH1,Q111/+,M,9,0.986,mw8.aggregate.size
42,MH1,Q111/+,M,9,0.876,mw8.aggregate.size
42,MH1,Q111/+,M,9,1.205,mw8.aggregate.size
42,MH1,Q111/+,M,9,2.301,mw8.aggregate.size
42,MH1,Q111/+,M,9,0.986,mw8.aggregate.size
42,MH1,Q111/+,M,9,0.767,mw8.aggregate.size
42,MH1,Q111/+,M,9,0.548,mw8.aggregate.size
42,MH1,Q111/+,M,9,1.753,mw8.aggregate.size
42,MH1,Q111/+,M,9,2.52,mw8.aggregate.size
42,MH1,Q111/+,M,9,1.205,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.657,mw8.aggregate.size
46,FH7,Q111/+,F,9,1.315,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.657,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.876,mw8.aggregate.size
46,FH7,Q111/+,F,9,1.205,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.986,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.986,mw8.aggregate.size
46,FH7,Q111/+,F,9,0.548,mw8.aggregate.size
54,FH2,Q111/+,F,9,1.205,mw8.aggregate.size
54,FH2,Q111/+,F,9,0.876,mw8.aggregate.size
58,FH8,Q111/+,F,9,0.657,mw8.aggregate.size
